Word,Count
detail::tvec3<bool>::bool_type,1
glm/gtx/spline.inl,1
1e-7),1
1.08,1
getCharacterSize,1
GLM_CXX11_VARIADIC_TEMPLATE,1
\vOut,\,1
half:,1
\(obj.x,\,1
observe,1
TmpA0,1
TGA;,1
sse_rotate_ps(__m128,1
(It's,1
initializers,1
\block,\,1
(Dependence),1
stop),1
non-RLE,1
Surface,1
stbi__g_failure_reason,1
__glxew_h__,1
(operator,1
2)),1
Srli,1
decompression,1
Endloop,1
Reuille,1
round:,1
HW,1
\_mm_shuffle_ps(add0,\,1
lowp_f64mat1;,1
glBlendEquation(),1
\communication,\,1
window.draw(entity);,1
foot,1
gamesate,1
\allocator,\,1
THREADSAFE,1
\long"\)\,1
import/export,1
ot,1
importing,1
fragments,1
\manipulators,\,1
pixels;,1
\(0,0,0)\,1
MemoryInputStream,1
Mesh,1
tick,1
(composited,1
(Vector2,1
post-convert,1
rotateGTX(,1
glm/common.hpp,1
v1);,1
FEAT,1
transfers,1
survive,1
George,1
glm/core/type_mat3x2.hpp,1
event.mouseWheelScroll),1
\scale(detail::tmat4x4<T,\,1
Duration,1
a[0],1
\sf::Thread,\,1
\glm::pow(Base,\,1
\(sprite,\,1
IDATs,1
Remote,1
\VEC_TYPE,\,1
v2);,1
Stopped),1
tmat2x4,1
stbi_failure_reason(),1
stbi_write_png(char,1
fgetc(),1
Jansson,1
\opened,\,1
glm_detail_intrinsic_common,1
MyDrawable,1
characters),1
norm1,1
glm/core/type_mat4x2.hpp,1
<glm/gtx/fast_exponential.hpp>,1
diskInertia4,1
\sf::Mouse,\,1
requried,1
getPublicAddress,1
(Ben,1
10%,1
GRAPHICS,1
Pitch,1
'unsigned,1
GLM_GTC_precision,1
multiplicativeBlending,1
ESP,1
\Clear,\,1
wonder,1
Qt,1
\short,\,1
glm/gtx/perpendicular.inl,1
&object1;,1
\mandatory,\,1
\counting,\,1
1.25,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/usubBorrow.xml"\>GLSL\,1
simplicity,1
glm_detail_intrinsic_matrix,1
event.text),1
(VAO),1
\libraries,\,1
luminance,1
half_MIN,1
glm/gtx/matrix_major_storage.inl,1
http://nothings.org/stb/stb_image_write.h,1
N1811,1
\upload,\,1
viewed,1
STBIW_ASSERT(x),1
creep,1
Event::TouchEnded),1
<glm/gtx/transform2.hpp>,1
n_yz,1
recorder.start();,1
constructor.,1
Removal,1
\management,\,1
0.5));,1
\"\points\,1
base:,1
%=,1
ftp.disconnect();,1
gz0,1
packUnorm1x16(float,1
getFont,1
didn't!),1
\story,\,1
detail::ref4),1
\buffer.loadFromFile("\sound.wav"\);\,1
laid,1
gz0.y);,1
(GLvoid*)0);,1
Calculated,1
buffer(s),1
lists,1
sse_min_ps(__m128,1
PLZ,1
\music.setPosition(0,\,1
glm::i32vec2,1
advance),1
\initiated,\,1
screen?:,1
average,1
N2249,1
GLM_CXX11_STRONG_ENUMS,1
header-file-only,1
dc,1
BFINAL,1
TmpC3,1
(texture,1
\BUFFERS,\,1
GLTutorial->Initialize();,1
glUseProgram,1
\approach,\,1
this..,1
quarternion,1
glm::vecRand3,1
\stream.open("\images/img.png"\);\,1
camX,1
\"\..\Events\Event.h"\\,1
<glm/gtc/noise.hpp>,1
integrated,1
Update(dt),1
'data',1
non-0,1
\Intersection,\,1
Alignment,1
Delta,1
\r2.contains(3,\,1
font:,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2007/n2427.html,1
event.size),1
recommanded,1
\a5("\my_computer"\);\,1
\drawing,\,1
5.89;,1
Device,1
\detail::tdualquat<T,\,1
1.44,1
std::char_traits<char>>;,1
symetric,1
SOIL_create_OGL_texture(),1
glm::pow,1
glm_core_type_gentype,1
(sf::Touch::isDown(0)),1
(syntax,1
reinterpret_cast<uint&>(Topack);,1
separator,1
_window;,1
update(sf::Time,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2007/n2343.pdf,1
sf::Event*,1
postfixes:,1
storage-class,1
Making,1
glm/gtx/inertia.inl,1
Cleans,1
\_mm_add_ps(m0,\,1
right-side,1
\Event::TouchMoved,\,1
T(0.85373472095314),1
screen-space,1
floor),1
sf::Color::Yellow;,1
P>::col_type(a2);,1
Range-based,1
b[0];,1
TmpB0);,1
N2764,1
modeHeight,1
end;,1
upgrade,1
sf::Quads);,1
relativePos,1
referred,1
deleteDirectory,1
text1.setStyle(sf::Text::Italic);,1
sin(x),1
GLM_CXX11_UNRESTRICTED_UNIONS,1
BUILDING:,1
\glm::vec4,\,1
sound:,1
diskInertia4(,1
\char,\,1
outputted,1
2005-01-16,1
InputSFML.h,1
sf::Color::Black;,1
DCT_ISLOW,1
completing,1
double;,1
Http::Request::Get,1
glm/core/type_mat4x4.hpp,1
refix,1
\mutexes,\,1
numeric,1
booleans,1
-128..127,1
SFML_VIEW_HPP,1
<glm/gtx/normalized_dot.hpp>,1
glm/gtx/std_based_type.hpp,1
lines_,1
glm/gtx/integer.inl,1
+z,1
k1;,1
//if(fCos,1
prepend,1
\std::locale,\,1
Pop,1
threadFunction(void*),1
\g110(gx0.w,\,1
\engine,\,1
SIMD.),1
(JoystickMoved),1
30000,1
(someCondition),1
upsample,1
normalised,1
lowp_f64mat1x1;,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/inverse.xml"\>GLSL\,1
Logged,1
s=0,1
2)));,1
14-15,1
near-term,1
K1,1
\text.setString(L"\hello"\);\,1
\slerp(detail::tquat<T,\,1
glm/gtc/matrix_integer.hpp,1
\defines,\,1
\alignment,\,1
ieration,1
packUnorm2x8(vec2,1
lowest-order,1
\maintain"\)\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/smoothstep.xml"\>GLSL\,1
\x-axis,\,1
abs()),1
(visual,1
Starts,1
\getSize,\,1
supposed,1
unused,1
floatBitsToInt(detail::fvec4SIMD,1
'glDrawEelements',1
Incomplete,1
<glm/gtx/vector_angle.hpp>,1
\discarded,\,1
/*************************************************************************,1
getData();,1
dst,1
cleans/deletes,1
rectangle.setOutlineColor(sf::Color::Red);,1
\reflect2DGTX(m,\,1
\(start(),\,1
openFromMemory,1
\transform.translate(sf::Vector2f(100,\,1
stbi__errpuc,1
block--see,1
VBO;,1
glm/core/func_packing.hpp,1
colorDestinationFactor,1
sqrt(T(1),1
selector.add(*client);,1
(!recorder.start()),1
'size',1
2bit,1
glm/core/type_gentype.inl,1
\_caption,\,1
SFML_OPENGL_HPP,1
factorY);,1
&size);,1
toggled,1
is_vector();,1
CCW,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/roundEven.xml"\>GLSL\,1
sech,1
GLM_EXT_INCLUDED,1
glm/gtx/number_precision.inl,1
Work,1
\24.f,\,1
200)).rotate(45);,1
GLM_FORCE_SIZE_T_LENGTH,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/any.xml"\>GLSL\,1
preshift,1
neighbours,1
conventional,1
noise2,1
glm::vec3(1.0f));,1
carry,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/refract.xml"\>GLSL\,1
event.joystickMove),1
setActive(),1
glm_core_type_mat,1
sf::Touch::getPosition(1);,1
t1..,1
y[0],1
search&replace,1
acsc,1
\mic,\,1
((RET(z),1
\63,\,1
Timer.h,1
Framerate,1
SensorChanged,1
detail::tvec3<bool>&,1
a1);,1
\"\..\..\..\Tutorials\GLTriangle.h"\\,1
Rotate[0][2];,1
value_size();,1
400,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2008/n2664.htm,1
framework,1
samples/s,1
glm/core/type_vec3.hpp,1
http://softimage.wiki.softimage.com/index.php/INFO:_PIC_file_format,1
intent,1
\Chinese,\,1
Repeated,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2007/n2179.html,1
window.draw(lines);,1
Menu,1
stbi__bmp_load(),1
Industrial,1
blendEquation,1
Interpolant,1
GL_DYNAMIC_DRAW:,1
glm/core/func_common.inl,1
(x6,1
even/odd,1
\>=,\,1
pi),1
Graphic,1
1.16,1
x[1],1
row-major,1
JPEGs.),1
STBI_ONLY_PNM,1
wordaround,1
3376260,1
1.15,1
installing,1
Ensures,1
sf::BlendAlpha;,1
Attributes,1
Convertions,1
glm_core_func_geometric,1
SoundFileReader,1
hack,1
(generic),1
non-paletted,1
sf::Color::Transparent;,1
GLM_CXX98_RTTI,1
6|7:,1
2013-12-18,1
glm/gtc/type_precision.hpp,1
det,1
\'samples',\,1
sine;,1
Observing,1
CDs),1
getSize();,1
Sin,1
GTX,1
half's,1
unpackSnorm2x8(uint16,1
Setup,1
poorly,1
\1),\,1
(invalid),1
golden,1
tiles),1
Frees,1
createReaderFromMemory,1
requested),1
SinC0,1
Origin),1
\wait,\,1
Lab,1
sf::Int16,1
Barret,1
deleted,1
\EXclusion"\\,1
Pops,1
template<typename,1
polygon.setOutlineColor(sf::Color::Red);,1
reasonable,1
glm/mat2x3.hpp,1
s1..,1
eof,1
win.z),1
right-handed,1
t3.asSeconds();,1
distribute,1
std::shared_ptr<Engine>,1
\in"\\,1
a12,1
ABOUT:,1
KeyIsUp,1
lowp_f32mat1x1;,1
//_file,1
2006-08-04,1
\monochrome,\,1
excluded,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/sign.xml"\>GLSL\,1
Remves,1
PIC),1
N3053,1
\SCAN_header,\,1
sf::Texture::bind(&t2);,1
\offsetX,\,1
unit',1
GLM_CORE_DETAIL_INCLUDED,1
SFML_SOUNDFILEREADER_HPP,1
spatial,1
forever,1
fastLog,1
record,1
'samples',1
mspaint,1
2nd,1
<windef.h>,1
Philosophy,1
Hamada,1
borrow,1
genType::size_type,1
packF2x11_1x10(vec3,1
\planePoint,\,1
(T*),1
(2014-05-31),1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/max.xml"\>GLSL\,1
TmpB2,1
*(((int,1
helpers,1
GL_REPEAT,1
Binding,1
noise3,1
\update,\,1
operator--,1
iz0);,1
joystick's,1
<glm/gtx/matrix_query.hpp>,1
1.26,1
one's,1
(stbi_loader),1
AoS,1
return;,1
__half_NRM_MIN,1
\Ulrich,\,1
shape),1
modifications,1
all):,1
wideChar,1
sf::Rect<int>,1
position);,1
\texture.loadFromFile("\texture.png"\);\,1
T(2),1
malloc/realloc),1
15),1
http://nothings.org/stb_image.h,1
\inputs"\);\,1
3)),1
warnings:,1
<glm/gtx/associated_min_max.hpp>,1
utf32Char,1
do-it-yourself,1
groups,1
Slower,1
\sizes,\,1
\4,8,16,24,32-bit\,1
\Vector2(0,\,1
deactivating,1
testing,1
<glm/gtx/matrix_major_storage.hpp>,1
\P>(n001,\,1
\displayed,\,1
GCC-style,1
sf::Color::White;,1
misc,1
destructor),1
1.22,1
mess,1
alphaBlending,1
sphereInertia4(,1
circle;,1
RLE-encoded,1
cos(Crli),1
manipulators,1
v1.z;,1
sse_modf_ps(__m128,1
wheels,1
bother,1
dump,1
\0xff,\,1
\fn,1
glm/gtx/fast_exponential.inl,1
desc,1
Automatically,1
genIUType>,1
s3,1
position.x,1
OpenVG,1
understand,1
ACs,1
floor(P);,1
if(defined(GLM_PRECISION_MEDIUMP_UINT)),1
safer,1
-x-axis,1
Indexed,1
GLM_TRIGONOMETRIC_INCLUDED,1
numbered,1
360],1
situations:,1
\(channels,\,1
\translation.translate(20,\,1
\GLAPIENTRY,\,1
setRadius,1
\std::setfill<>,\,1
zigzag,1
awesome,1
\learning,\,1
\exponent,\,1
STBI_NO_GIF,1
iz1(Pi1.z);,1
\connect,\,1
(define,1
\"\ideal"\\,1
2010-02-16,1
high-dynamic-range,1
system:,1
N1720,1
\>,\,1
stereo,1
\(0,0,0),\,1
SFML_CONTEXT_HPP,1
precise:,1
availale,1
\"\Shader"\\,1
Disallow,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/acos.xml"\>GLSL\,1
windows;,1
Everytime,1
GLM_GEOMETRIC_INCLUDED,1
\0.5,0.5,0.5,0.5\,1
\STBI_NO_STDIO,\,1
\y"\\,1
Backwards,1
Result(detail::tmat4x4<valType>::_null);,1
1.f));,1
iz0(Pi0.z);,1
\dot(PointOnPlane,\,1
(bad,1
upgrading,1
ugly,1
Help,1
(same,1
ColourR,1
\automatically,\,1
Windows',1
\sf::ConvexShape,\,1
SFML_FONT_HPP,1
amt,1
Did,1
KEYBOARD,1
xmm0,1
nonzero,1
10));,1
unpackUnorm2x8(uint16,1
directories,1
\"\eof"\\,1
slurp,1
non-clear,1
packUnorm2x16,1
identifies,1
doge,1
\vU,\,1
glm/core/intrinsic_exponential.hpp,1
requestFocus(),1
Du,1
2x,1
t3,1
0.1f,1
OnGetData,1
<glm/gtx/simd_vec4.hpp>,1
\GLM_STATIC_ASSERT(std::numeric_limits<genIUType>::is_integer,\,1
stbi_hdr_to_ldr_gamma(2.2f);,1
vetex,1
PPM,1
g;,1
text1.setStyle(sf::Text::Regular);,1
pragma,1
transpose_type;,1
Mean,1
(VBO),1
fastLength,1
alphaBlendEquation,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2007/n2253.html,1
Cause,1
\125,\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/outerProduct.xml"\>GLSL\,1
glm/gtx/dual_quaternion.inl,1
\generalized,\,1
4)),1
Gonzalez,1
Eventually,1
!v.y);,1
inaccurate,1
\lines,\,1
codeThatDoesntCareAboutTheMutex();,1
(augmented,1
(tga),1
minorVersion,1
\(opacity),\,1
'glVertexAttribPointer':,1
sqrt(pi,1
SFML_TCPLISTENER_HPP,1
speed));,1
\(sf::View),\,1
bounded,1
z_neg_buffer_length,1
cleanup;,1
SpartanJ,1
padded,1
_not_,1
\sf::Color(0,\,1
\"\WindowGLFW.h"\\,1
\"\http://learnopengl.com/#!Getting-started/Camera"\\,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2007/n2347.pdf,1
\prefixes,\,1
GIFs,1
glm/core/dummy.cpp,1
read(void*,1
material,1
routines,1
detail::sse_nrm_ps(AxisB);,1
reloading,1
<glm/gtc/constants.hpp>,1
Action.h,1
port),1
(auto,1
sqrt(genType,1
Decomposed,1
SOIL_HDR_RGBdivA2:,1
glm/core/type_mat.hpp,1
imagine,1
\shape,\,1
+x-axis,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2007/n2440.htm,1
1)).rotate(45);,1
GLTutorial.reset(new,1
\below,\,1
\STBI_JPEG_OLD,\,1
\fromUtf16,\,1
DUMB,1
25);,1
float..,1
8/4/2,1
\"\'roundEven'\,1
a8,1
\problems,\,1
glm/core/func_packing.inl,1
(great,1
class:,1
\translate(detail::tmat4x4<T,\,1
\"\game"\\,1
embedded,1
_mm_castsi128_ps(_mm_set1_epi32(0x807FFFFF));,1
alphaDstFactor),1
reconstituted,1
(maximum),1
X:</b>,1
one),1
\environment,\,1
searched,1
'glmperspective',1
Scalars,1
&vOut[2],1
gy0),1
\unmodified,\,1
int>,1
r=15,1
5.1,1
STBI_ONLY_PNG,1
failing,1
Hanninen,1
huffman;,1
sf::Utf<32>,1
drawing',1
\render-windows,\,1
\temps,\,1
mediump_fmat1;,1
glm_core_func_integer,1
channelCount),1
rectLeft,1
1.30,1
std::round,1
sf::SoundFileFactory::registerWriter,1
norm0.x;,1
Hayaki,1
glm::value_ptr,1
gcc's,1
\stbi_load_from_file,\,1
norm0.z;,1
-5),1
garbage,1
\text("\hello"\,\,1
Acm,1
multiplicative,1
\"\http://www.sfml-dev.org/tutorials/2.3/window-window.php"\\,1
*filename);,1
(fill),1
Dcli,1
GLM_CXX11_ALIAS_TEMPLATE,1
\sf::Socket::Partial,\,1
run(),1
stochastic,1
level's,1
Calls,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/abs.xml"\>GLSL\,1
\sf::Texture,\,1
\dir,\,1
permute(permute(ix),1
impose,1
DoPT,1
\(sf::Vector3<T>),\,1
sf::Shader::CurrentTexture,1
Exposes,1
elems=y,1
(Only,1
functions;,1
'indexed,1
\World"\;\,1
P>(,1
unpackUnorm1x16:,1
GL_STATIC_DRAW,1
a0b0c0d0e0f0g0h0,1
MBX,1
floor_log2(unsigned,1
trivially,1
jidctint,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2008/n2541.htm,1
gaussian,1
color);,1
(mute),1
&dstSize);,1
(Event::Resized),1
\tdualquat<T,\,1
30,1
Roy,1
stbi_hdr_to_ldr_scale(1.0f);,1
implies,1
stuck),1
glm/gtx/multiple.inl,1
merely,1
SFML_THREAD_HPP,1
optimal;,1
(event.KeyPressed,1
harmless,1
colorSourceFactor,1
\translations,\,1
sprite(texture.getTexture());,1
MouseButtonReleased),1
non-negative,1
\getView,\,1
IntegerPart;,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2008/n2547.htm,1
\appropriate"\\,1
VERY,1
included),1
glm/gtx/matrix_query.hpp,1
\translate(detail::tvec3<T,\,1
constructor's,1
sse_normalize_fast_ps(,1
glm/gtc/reciprocal.inl,1
Debugging,1
glm/gtx/perpendicular.hpp,1
\complete,\,1
Per-glyph,1
g111,1
SFML_MUTEX_HPP,1
onStart(),1
directly;,1
\gy0.w,\,1
\(phone,\,1
intersections,1
@Title,1
setParameter,1
\r1.intersects(r2,\,1
Pure,1
article,1
collection,1
name;,1
(Thus,1
4-channel),1
\floats),\,1
0.99,1
setHost),1
\glm::translate(glm::mat4(1.0f),\,1
serialized,1
1.24,1
F9,1
GLShader.cpp,1
STBI_ONLY_HDR,1
z_pos_buffer_length,1
b2,1
T(2.2),1
shader:,1
Alias,1
__func__,1
\"\Welcome\,1
Declared,1
<glm/gtx/simd_mat4.hpp>,1
2008-08-23,1
glm/glm.cpp,1
packUnorm3x10_1x2(w):,1
Settings,1
1.21,1
preceeded,1
_mm_max_ps(__m128,1
(defined(GLM_PRECISION_HIGHP_FLOAT)),1
Tero,1
evaluate,1
\decode,\,1
input),1
\alpha(0),\,1
sf::RenderWindow:,1
c0g0c1g1..,1
Progressive,1
Disassemble,1
SOIL_load_OGL_texture(),1
elapsed),1
glm/gtx/rotate_normalized_axis.inl,1
(Event::JoystickMoved),1
colorsused,1
<glm/gtx/transform.hpp>,1
2009-06-14,1
_mm_castsi128_ps(_mm_set1_epi32(0xFF800000));,1
defined(GLM_PRECISION_HIGHP_BOOL),1
glm/gtc/quaternion.hpp,1
XSize,1
_ONLY_,1
T(1.79284291400159),1
>>(sf::Packet&,1
\append(dstData,\,1
login,1
(vertical,1
<glm/gtx/intersect.hpp>,1
SFML_RENDERTARGET_HPP,1
adler32,1
any);,1
packUnorm3x10_1x2,1
\image.create(20,\,1
ARB_texture_rectangle,1
\documented,\,1
glm/gtx/scalar_relational.inl,1
overlapped,1
\list:\n"\\,1
getTransform();,1
Dan,1
\GEN_TYPE,\,1
WindowHandler.reset(Daisy->GetSystem<Window>(EnumeratedSystem::Window)->WindowHandler);,1
Unhandled,1
(sf::Window),1
State-using,1
GLchar*,1
definiton,1
obey,1
\5),\,1
\myTransform.setPosition(v.x(),\,1
WindowGLFW,1
sin((T(0),1
\matter,\,1
\image.setPixel(0,\,1
(wheel),1
block--,1
projection;,1
non-rounding,1
\compression),\,1
inversed,1
-z,1
Attaches,1
v0);,1
keyword,1
glm/gtx/handed_coordinate_space.inl,1
Mathieu,1
(0,1
Calculates,1
\"\:\,1
reference;,1
\artifacts,\,1
getting,1
fv,1
Temp0,1
\overloading,\,1
WINDOW,1
sf::Texture::bind(&t1);,1
<stddef.h>,1
SFML_MOUSE_HPP,1
edge1);,1
RGBdivA,1
experts,1
N2239,1
database;,1
abs);,1
16-byte,1
time2,1
OnPlaneVector),1
(2014-08-07),1
\game,\,1
\happens,\,1
S,1
(range,1
uninteger,1
pass1_x[12],1
55001);,1
HEADER_STB_IMAGE_EXT,1
\n010,\,1
elif(GLM_PLATFORM,1
glm/gtx/matrix_cross_product.inl,1
the_texture;,1
generation,1
JoystickButtonReleased),1
\g010(gx0.z,\,1
\sf::Font,\,1
Event::MouseButtonReleased),1
(RET,1
land;,1
0.55,1
const_pointer_const;,1
sin(theta,1
bizarre,1
0.01,1
window.draw(someSprite);,1
'req_comp',1
White,1
(directory.isOk()),1
exported,1
variable:,1
norm0,1
UdpSocket,1
a00,1
glm/gtc/random.inl,1
angle);,1
data's,1
55002);,1
\(__m128&)_mm_shuffle_epi32(__m128i&)in2[0],\,1
Material.specular,1
pkm,1
'texture,1
rate),1
F14,1
(*TraceManip)(Trace&);,1
255;,1
vertexShader,1
out(1),1
\"\Range"\\,1
SFML_SHADER_HPP,1
commonly,1
(sf::Keyboard::isKeyPressed(sf::Keyboard::Right)),1
normals,1
\entity.setPosition(10,\,1
glm::value_ptr(aVector));,1
const;,1
variants,1
g001,1
refer,1
Moore's,1
(2014-06-04),1
acsch,1
_epi32_pinf,1
matrix's,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2007/n2340.htm,1
span,1
\mix(n_yz.x,\,1
<glm/vec3.hpp>//,1
cosine;,1
\buffer"\\,1
simplest,1
glm/gtx/scalar_relational.hpp,1
\GLM,\,1
glm/gtx/normalize_dot.inl,1
\detail::tvec3<bool>::bool_type(!v.x,\,1
type;,1
monochrome:,1
lowp_fmat1x1;,1
test/load,1
_mm_castsi128_ps(_mm_set1_epi32(0x00800000));,1
thanks,1
mediump_f32mat1x1;,1
STBI_ONLY_GIF,1
<glm/gtx/scalar_relational.hpp>,1
\iy(Pi0.y,\,1
\"\/"\\,1
glm/gtc/constants.hpp,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/noise2.xml"\>GLSL\,1
_mm_min_ps(__m128,1
(window.waitEvent(event)),1
glm/gtc/noise.hpp,1
getSamples(),1
pointer),1
per-pixel,1
glm_core_swizzle,1
N2664,1
detection),1
n-th,1
SFML_VIDEOMODE_HPP,1
light,1
abs(gy0);,1
\vertically,\,1
GLM_MAT2X3_INCLUDED,1
shortcuts,1
interrupt,1
CPU,1
0.0f),1
Overwrite,1
differences,1
getPitch,1
\glm::dot,\,1
incompatibilities,1
//Result[3],1
\"\stb_image.h"\\,1
SFML_SOUND_HPP,1
_mm_load_ss(&vIn[0]);,1
2007-07-31-10.32,1
Yellow,1
1.11,1
STBI_NO_LINEAR:,1
canals,1
\'P','V','R'\,1
convert-to-rgb,1
Rotate[1][0],1
\"\http://learnopengl.com/#!Getting-started/Shaders"\\,1
http://www.cplusplus.com/reference/stack/stack/,1
(more,1
texture.loadFromStream(stream);,1
do),1
t1.asMilliseconds();,1
sf::Text:,1
circle.setRadius(150);,1
SFML_RENDERWINDOW_HPP,1
stencilBits,1
2011-09-30,1
GraphicsGL,1
glm/core/type_mat.inl,1
(Experimental),1
SFML_RECTANGLESHAPE_HPP,1
(2010-07-10),1
hence,1
speedups,1
concrete,1
Rename,1
setTitle,1
StartX,1
<glm/gtc/packing.hpp>,1
(MouseWheelMoved),1
indicates,1
(If,1
\root,\,1
(don't,1
glm/core/func_exponential.hpp,1
&task);,1
b0d0f0h0..,1
\sf::Joystick::hasAxis(0,\,1
range-based,1
interaction,1
(non-minimal),1
\target.mapCoordsToPixel(point,\,1
2008-07-24,1
V-Only,1
glm/gtx/io.hpp,1
Shuts,1
\"\dF6Zm89D"\);\,1
EXPLAIN,1
bpp,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/ldexp.xml"\>GLSL\,1
TmpA4,1
_file,1
'Connecting',1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/transpose.xml"\>GLSL\,1
ROUTINES,1
header.sPixelFormat.dwFourCC,1
weak,1
\component,\,1
\instead,\,1
packHalf4x16(vec4,1
b;,1
next),1
Identity,1
(0.2f,1
Contains,1
'glShaderSource',1
fetch,1
change-of-basis,1
Light.inaccuracy));,1
\minimap,\,1
ENUMS,1
gz1.y);,1
\168,\,1
outerProduct,1
_epi32_ninf,1
components:,1
NoteBecause,1
effect;,1
GLM_CORE_func_vector_relational,1
technique,1
\thread(&Task::run,\,1
refine,1
packHalf1x16(float,1
tvec,1
gz0.w);,1
\LDR,\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/noise4.xml"\>GLSL\,1
\mix(),\,1
glm/gtx/fast_square_root.hpp,1
GLM_CXX11_INLINE_NAMESPACES,1
4bit,1
15;,1
Level.h,1
4=RGBA,1
std::ofstream,1
IpAddress,1
\performance"\\,1
(per,1
left.transformPoint(right),1
\camera,\,1
up:,1
glLoadMatrixf(transform.getMatrix());,1
Teturns,1
x_pos_buffer,1
ANativeWindow,1
samples[1024];,1
\(play,\,1
glm_gtx_closest_point,1
glm/gtx/inl.inl,1
John,1
STB,1
\(Windows,\,1
\iOS,\,1
Behind,1
open(sf::InputStream&,1
33);,1
per-component,1
zeros,1
\stbi_convert_iphone_png_to_rgb(0),\,1
simplify,1
loops,1
Window.cpp,1
relevant;,1
bvec1,1
\display,\,1
glm::vec2,1
sf::SoundFileFactory,1
encodes,1
#undef,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2010/n3206.htm,1
glm::value_ptr(someMatrix));,1
Data(_mm_load_ps(v)),1
45,1
fade_xyz,1
\glUniform3fv(uniformLoc,\,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2004/n1737.pdf,1
<glm/gtx/mixed_product.hpp>,1
\Toto,\,1
doSomethingWith(client);,1
any(detail::tvec2<bool>,1
\Pixels,\,1
\transform.transformPoint(10,\,1
wrapped,1
substantially,1
createDirectory,1
\"\Safe"\\,1
GLM_CXX11_EXPLICIT_CONVERSIONS,1
Listener,1
\main,\,1
noise1,1
glm/core/func_vector_relational.hpp,1
highp>,1
http://www.sfml-dev.org,1
(Event::MouseMoved),1
\thread),\,1
sf::Mouse::getPosition();,1
stretched,1
9060,1
`ratio',1
(alphaEquation),1
<glm/gtx/number_precision.hpp>,1
(sf::Mouse::isButtonPressed(sf::Mouse::Left)),1
y_pos_file,1
ahead,1
norms,1
if(det,1
glm/packing.hpp,1
event.MouseMove,1
\place,\,1
std::unique_ptr<Engine>,1
color.),1
\types."\);\,1
http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2005/n1811.pdf,1
N2748,1
up-to-date,1
Whether,1
Accelerometer,1
\(left,\,1
F1,1
rewrote,1
stbi_write_tga(char,1
glm/core/type_mat3x3.hpp,1
mip-map,1
HEADER_IMAGE_HELPER,1
MyVector&,1
\part,\,1
texture.update(pixels);,1
redirected,1
6.0f));,1
\Error,\,1
color-convert,1
request),1
Ppli,1
iOS),1
\resize,\,1
\sf::IntRect(1,\,1
WindowSFML,1
blow),1
flag:,1
row_type;,1
with:,1
Light.color(),1
glm/gtx/gradient_paint.inl,1
\"\"\;\,1
Diffuse,1
GLM_CXX11_LAMBDAS,1
out);,1
sf::InputStream),1
mediump_f64mat1x1,1
elapsed.asSeconds();,1
(-1<<n),1
corrupted,1
[noexcept],1
\(sf::Int8/16/32,\,1
\GLM_SWIZZLE_GEN_REF_FROM_VEC2(valType,\,1
\_mm_mul_ps(m[3].data,\,1
knows,1
\dot(fastNormalize(x),\,1
bpc,1
\_mm_set_epi32(-1,\,1
powerful,1
read-write,1
vertices[],1
\mod(Pi0,\,1
for:,1
\Display,\,1
compactness,1
zzww,1
glm::normalize,1
Fences,1
quit..,1
setPixel,1
Descriptor,1
\BGR{A,X}\,1
SFML_TCPSOCKET_HPP,1
Underlined,1
versus,1
unpackSnorm4x16(uint64,1
Gamestate.cpp,1
(used,1
((((RET(w),1
functionnalities,1
\infinity,\,1
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/inversesqrt.xml"\>GLSL\,1
interactive,1
dstSize;,1
continuous,1
\Triangle"\\,1
ten,1
happy..,1
unpackSnorm2x8:,1
assert(_components[component->_type].get(),1
\LIMIT_COORD(BlkY,\,1
